Station_name,State,District,Agency_name,Date,level,lat,long,Telemetry
Aat Garhi Sonra,Uttar Pradesh,Lucknow,CGWB,2021-01-10,13.9,27.08472222,80.72777778,2
Achhalda,Uttar Pradesh,Auraiya,CGWB,2021-01-10,5.04,26.71166667,79.41194444,2
Achhanera Pz-GWD,Uttar Pradesh,Agra,CGWB,2021-01-10,2.24,27.17722222,77.74555556,2
Adalhat,Uttar Pradesh,Mirzapur,CGWB,2021-01-10,2.52,25.13138889,83.03500000,2
Ahraula,Uttar Pradesh,Azamgarh,CGWB,2021-01-10,6.0,26.17638889,82.90416667,2
Ahraura,Uttar Pradesh,Mirzapur,CGWB,2021-01-10,4.87,25.02083333,83.04027778,2
Ahraura bhawani,Uttar Pradesh,Raibareli,CGWB,2021-01-10,3.27,26.49472222,81.34861111,2
Ahrori,Uttar Pradesh,Hardoi,CGWB,2021-01-10,2.9,27.33194444,80.30888889,2
Ajaipur,Uttar Pradesh,Ghazipur,CGWB,2021-01-10,2.04,25.45555556,83.73055556,2
Ajneri Madhopura,Uttar Pradesh,Jhansi,CGWB,2021-01-10,6.36,25.63333333,79.20000000,2
Akbarpur Pz-GWD NEW,Uttar Pradesh,Ambedkar Nagar,CGWB,2021-01-10,5.05,26.43611111,82.54361111,2
Akodha,Uttar Pradesh,Allahabad,CGWB,2021-01-10,6.19,25.22500000,81.86250000,2
Allahabad,Uttar Pradesh,Praygraj,CGWB,2021-01-10,9.09,25.45000000,81.97500000,2
Amaniganj,Uttar Pradesh,Ayodhya,CGWB,2021-01-10,5.3,26.66472222,81.77916667,2
Amjhara ghati,Uttar Pradesh,Lalitpur,CGWB,2021-01-10,1.76,24.36666667,78.40000000,2
Amroha Pz CGWB,Uttar Pradesh,Jyotiba Phule Nagar,CGWB,2021-01-10,15.21,29.00000000,78.60333333,2
Anai,Uttar Pradesh,Varanasi,CGWB,2021-01-10,3.95,25.45833333,82.73611111,2
Andla,Uttar Pradesh,Aligarh,CGWB,2021-01-10,9.15,27.91833333,77.91888889,2
Anpara,Uttar Pradesh,Sonbhadra,CGWB,2021-01-10,12.64,24.20638889,82.77000000,2
Arya Nagar,Uttar Pradesh,Lucknow,CGWB,2021-01-10,20.88,26.83472222,80.91250000,2
Asogapur,Uttar Pradesh,Kheri,CGWB,2021-01-10,3.29,27.89166667,80.95000000,2
Asother,Uttar Pradesh,Fatehpur,CGWB,2021-01-10,4.1,25.77222222,80.90277778,2
Ata,Uttar Pradesh,Jalaun,CGWB,2021-01-10,12.89,26.04166667,79.59166667,2
Atarra,Uttar Pradesh,Banda,CGWB,2021-01-10,4.24,25.27694444,80.55666667,2
Ateha,Uttar Pradesh,Pratapgarh,CGWB,2021-01-10,5.83,26.09694444,81.63972222,2
Atrampur,Uttar Pradesh,Allahabad,CGWB,2021-01-10,4.68,25.57083333,81.74166667,2
Auras,Uttar Pradesh,Unnao,CGWB,2021-01-10,4.73,26.90416667,80.50416667,2
Azamgarh,Uttar Pradesh,Azamgarh,CGWB,2021-01-10,6.55,26.04166667,83.16666667,2
Azmatnagar,Uttar Pradesh,Unnao,CGWB,2021-01-10,8.35,26.73472222,80.46583333,2
Baba ki kuti,Uttar Pradesh,Barabanki,CGWB,2021-01-10,3.72,27.18666667,81.10833333,2
Babhani,Uttar Pradesh,Sonbhadra,CGWB,2021-01-10,9.11,23.95388889,83.07916667,2
Babhnauli,Uttar Pradesh,Ballia,CGWB,2021-01-10,2.89,25.82500000,84.21388889,2
Babina-New,Uttar Pradesh,Jalaun,CGWB,2021-01-10,1.98,26.00361111,79.81805556,2
Babuganj,Uttar Pradesh,Sultanpur,CGWB,2021-01-10,2.08,26.36111111,82.12277778,2
Badausa,Uttar Pradesh,Banda,CGWB,2021-01-10,4.71,25.24166667,80.65000000,2
Badehan,Uttar Pradesh,Banda,CGWB,2021-01-10,11.32,25.13500000,80.39333333,2
Badgaon,Uttar Pradesh,Sultanpur,CGWB,2021-01-10,9.15,26.05583333,81.80055556,2
Badhni,Uttar Pradesh,Siddharth Nagar,CGWB,2021-01-10,2.83,27.49861111,82.78333333,2
Badlapur,Uttar Pradesh,Jaunpur,CGWB,2021-01-10,7.29,25.87916667,82.46388889,2
Bagadpur Pz GWD,Uttar Pradesh,Jyotiba Phule Nagar,CGWB,2021-01-10,18.55,28.61333333,78.35888889,2
Bagh colony,Uttar Pradesh,Saharanpur,CGWB,2021-01-10,4.74,30.34666667,77.60444444,2
Baghpur,Uttar Pradesh,Kanpur Dehat,CGWB,2021-01-10,4.01,26.51888889,80.12916667,2
Baghura,Uttar Pradesh,Mirzapur,CGWB,2021-01-10,4.21,24.88333333,82.79166667,2
Baheri,Uttar Pradesh,Bareilly,CGWB,2021-01-10,1.23,28.77916667,79.50000000,2
Bahoranpur,Uttar Pradesh,Sitapur,CGWB,2021-01-10,3.04,27.37194444,81.23194444,2
Bahrapur,Uttar Pradesh,Azamgarh,CGWB,2021-01-10,3.05,25.92500000,83.05000000,2
Bahua,Uttar Pradesh,Fatehpur,CGWB,2021-01-10,13.6,25.84166667,80.62500000,2
Bahurawa,Uttar Pradesh,Sultanpur,CGWB,2021-01-10,2.6,26.48333333,81.92361111,2
Bairadih,Uttar Pradesh,Azamgarh,CGWB,2021-01-10,5.33,25.94305556,82.98750000,2
Bairi,Uttar Pradesh,Allahabad,CGWB,2021-01-10,1.57,25.11666667,81.67500000,2
Bairpan,Uttar Pradesh,Sonbhadra,CGWB,2021-01-10,7.05,24.20972222,82.87361111,2
Baisanpurwa,Uttar Pradesh,Bahraich,CGWB,2021-01-10,1.67,27.53833333,81.43833333,2
Bakarganj,Uttar Pradesh,Ayodhya,CGWB,2021-01-10,3.46,26.68472222,82.30833333,2
Bakewar,Uttar Pradesh,Etawah,CGWB,2021-01-10,5.19,26.66666667,79.18333333,2
Baldeo,Uttar Pradesh,Mainpuri,CGWB,2021-01-10,6.49,27.41944444,77.82222222,2
Baldeopur,Uttar Pradesh,Pilibhit,CGWB,2021-01-10,4.81,28.36111111,79.90000000,2
Balesara,Uttar Pradesh,Ballia,CGWB,2021-01-10,2.82,25.86500000,83.98472222,2
Ballia,Uttar Pradesh,Ballia,CGWB,2021-01-10,2.67,25.75000000,84.16666667,2
Balrampur1,Uttar Pradesh,Balrampur,CGWB,2021-01-10,3.75,27.41333333,82.18833333,2
Bamaur,Uttar Pradesh,Jhansi,CGWB,2021-01-10,6.64,25.70000000,79.17500000,2
Banda,Uttar Pradesh,Banda,CGWB,2021-01-10,13.4,25.48333333,80.32083333,2
Bandhamau,Uttar Pradesh,Auraiya,CGWB,2021-01-10,6.54,26.83000000,79.59583333,2
Bankatwa,Uttar Pradesh,Balrampur,CGWB,2021-01-10,9.5,27.73694444,82.25277778,2
Bansdih New,Uttar Pradesh,Ballia,CGWB,2021-01-10,2.75,25.88638889,84.20638889,2
Bansi,Uttar Pradesh,Lalitpur,CGWB,2021-01-10,3.14,24.86500000,78.48000000,2
Bansi1,Uttar Pradesh,Siddharth Nagar,CGWB,2021-01-10,2.3,27.16666667,82.91666667,2
Bar,Uttar Pradesh,Lalitpur,CGWB,2021-01-10,6.24,24.85833333,78.58333333,2
Bara,Uttar Pradesh,Allahabad,CGWB,2021-01-10,2.58,25.25000000,81.71666667,2
Barabanki pz 1,Uttar Pradesh,Barabanki,CGWB,2021-01-10,6.49,26.92888889,81.17222222,2
Baradari,Uttar Pradesh,Kanpur Nagar,CGWB,2021-01-10,6.87,26.31388889,80.31194444,2
Baraut1,Uttar Pradesh,Praygraj,CGWB,2021-01-10,1.47,25.34027778,82.27500000,2
Barecha,Uttar Pradesh,Etawah,CGWB,2021-01-10,38.13,26.61805556,79.03888889,2
Bareilly1,Uttar Pradesh,Bareilly,CGWB,2021-01-10,6.25,28.36666667,79.40000000,2
Baresar,Uttar Pradesh,Ghazipur,CGWB,2021-01-10,12.3,25.39166667,83.56666667,2
Bargad chauraha,Uttar Pradesh,Pilibhit,CGWB,2021-01-10,3.45,28.61666667,79.92500000,2
Barganwar,Uttar Pradesh,Hardoi,CGWB,2021-01-10,4.66,27.48750000,80.15472222,2
Barhanchuan,Uttar Pradesh,Mirzapur,CGWB,2021-01-10,2.64,24.92722222,83.04444444,2
Barji Kalan,Uttar Pradesh,Jaunpur,CGWB,2021-01-10,3.41,25.71666667,82.26666667,2
Barkhani Pz-GWD,Uttar Pradesh,Hardoi,CGWB,2021-01-10,9.09,27.61583333,79.79583333,2
Barokhar,Uttar Pradesh,Allahabad,CGWB,2021-01-10,12.99,24.89583333,81.94583333,2
Barsana,Uttar Pradesh,Mathura,CGWB,2021-01-10,10.35,27.65555556,77.37777778,2
Barwa,Uttar Pradesh,Fatehpur,CGWB,2021-01-10,29.6,25.95000000,80.43333333,2
Barwaon,Uttar Pradesh,Varanasi,CGWB,2021-01-10,5.29,25.36166667,83.07500000,2
Barwarikalaan,Uttar Pradesh,Allahabad,CGWB,2021-01-10,2.34,24.93333333,82.14583333,2
Basti,Uttar Pradesh,Basti,CGWB,2021-01-10,5.0,26.80000000,82.73333333,2
Basundhara,Uttar Pradesh,Auraiya,CGWB,2021-01-10,2.47,26.59500000,79.53333333,2
Bawan Pz-GWD,Uttar Pradesh,Hardoi,CGWB,2021-01-10,3.28,27.39888889,79.99583333,2
Behta,Uttar Pradesh,Sitapur,CGWB,2021-01-10,2.6,27.73888889,81.14888889,2
Bela,Uttar Pradesh,Fatehpur,CGWB,2021-01-10,4.17,25.95833333,81.03611111,2
Bela tal,Uttar Pradesh,Mahoba,CGWB,2021-01-10,6.48,25.27027778,79.57777778,2
Belwana,Uttar Pradesh,Azamgarh,CGWB,2021-01-10,3.25,25.89444444,82.81666667,2
Belwa Tarpatti,Uttar Pradesh,Jaunpur,CGWB,2021-01-10,2.72,25.77500000,82.28333333,2
Betna,Uttar Pradesh,Lalitpur,CGWB,2021-01-10,7.58,24.47500000,78.52500000,2
Bewar,Uttar Pradesh,Hamirpur,CGWB,2021-01-10,16.36,25.76111111,79.93000000,2
BewarPz-GWD,Uttar Pradesh,Mainpuri,CGWB,2021-01-10,7.24,27.22444444,79.28611111,2
Bhadar,Uttar Pradesh,Sultanpur,CGWB,2021-01-10,6.86,26.17166667,82.05194444,2
Bhadayian Pz-GWD,Uttar Pradesh,Sultanpur,CGWB,2021-01-10,11.8,26.17750000,82.16083333,2
Bhagwanpur,Uttar Pradesh,Shrawasti,CGWB,2021-01-10,2.42,27.51666667,81.93194444,2
Bhaisana,Uttar Pradesh,Kanpur Nagar,CGWB,2021-01-10,4.04,26.63500000,80.07472222,2
Bhakraulikapurw,Uttar Pradesh,Bahraich,CGWB,2021-01-10,3.35,27.30416667,81.55972222,2
Bhamora,Uttar Pradesh,Pilibhit,CGWB,2021-01-10,2.99,28.71416667,79.88666667,2
Bhanpur,Uttar Pradesh,Basti,CGWB,2021-01-10,2.8,27.01805556,82.66805556,2
Bhatgaon,Uttar Pradesh,Sultanpur,CGWB,2021-01-10,5.52,26.30555556,81.65833333,2
Bhaunri,Uttar Pradesh,Chitrakoot,CGWB,2021-01-10,8.3,25.22500000,81.04027778,2
Bhauriganj,Uttar Pradesh,Gonda,CGWB,2021-01-10,3.37,27.01250000,81.73611111,2
Bhawanigarh,Uttar Pradesh,Raibareli,CGWB,2021-01-10,1.47,26.55000000,81.23333333,2
Bhikamjot,Uttar Pradesh,Basti,CGWB,2021-01-10,3.39,26.80416667,82.29583333,2
Bhim pashim,Uttar Pradesh,Sultanpur,CGWB,2021-01-10,4.08,26.16750000,81.90861111,2
Bhiti-New,Uttar Pradesh,Ambedkar Nagar,CGWB,2021-01-10,5.06,26.49166667,82.30833333,2
Bhiwal,Uttar Pradesh,Barabanki,CGWB,2021-01-10,5.1,26.69722222,81.24861111,2
Bhopatpur,Uttar Pradesh,Bahraich,CGWB,2021-01-10,8.47,27.88333333,81.51388889,2
